count,command,pushing_to_server_required
30725,Registered Authentication Agent,yes
30726,Accepted password for root from ,yes
30727,Registered Authentication Agent,yes
30728,Changed attributes:,yes
30729,Removed session,no
30730,is owned by root and has written permissions to anyone,yes
30731,Changed attributes:,yes
30732,session opened,yes
30733,Accepted password for root from ,yes
30734,session opened,yes
30735,The Secret Service was already initialized,yes
30736,Changed attributes:,yes
30737,"apparmor=""DENIED""",yes
30738,session opened,yes
30739,USER=root ; COMMAND=,yes
30740,session opened,yes
30741,is owned by root and has written permissions to anyone,yes
30742,session opened,yes
30743,is owned by root and has written permissions to anyone,yes
30744,"apparmor=""DENIED""",yes
30745,Changed attributes:,yes
30746,Accepted password for root from ,yes
30747,Changed attributes:,yes
30748,"apparmor=""DENIED""",yes
30749,The Secret Service was already initialized,yes
30750,Changed attributes:,yes
30751,The SSH agent was already initialized,no
30752,The Secret Service was already initialized,yes
30753,Registered Authentication Agent,yes
30754,Changed attributes:,yes
30755,The Secret Service was already initialized,yes
30756,session opened,yes
30757,session opened,yes
30758,Registered Authentication Agent,yes
30759,Removed session,no
30760,The SSH agent was already initialized,no
30761,The SSH agent was already initialized,no
30762,session opened,yes
30763,session closed,no
30764,USER=root ; COMMAND=,yes
30765,Accepted password for root from ,yes
30766,Accepted password for root from ,yes
30767,Changed attributes:,yes
30768,Registered Authentication Agent,yes
30769,"apparmor=""DENIED""",yes
30770,Changed attributes:,yes
30771,session opened,yes
30772,"apparmor=""DENIED""",yes
30773,"apparmor=""DENIED""",yes
30774,Removed session,no
30775,The Secret Service was already initialized,yes
30776,Accepted password for root from ,yes
30777,is owned by root and has written permissions to anyone,yes
30778,Removed session,no
30779,Removed session,no
30780,Accepted password for root from ,yes
30781,Changed attributes:,yes
30782,Accepted password for root from ,yes
30783,session opened,yes
30784,"apparmor=""DENIED""",yes
30785,Registered Authentication Agent,yes
30786,Accepted password for root from ,yes
30787,"apparmor=""DENIED""",yes
30788,Changed attributes:,yes
30789,Registered Authentication Agent,yes
30790,The Secret Service was already initialized,yes
30791,Accepted password for root from ,yes
30792,session opened,yes
30793,session opened,yes
30794,Removed session,no
30795,Accepted password for root from ,yes
30796,Accepted password for root from ,yes
30797,The SSH agent was already initialized,no
30798,Removed session,no
30799,Removed session,no
30800,session closed,no
30801,session closed,no
30802,Removed session,no
30803,session opened,yes
30804,Changed attributes:,yes
30805,session closed,no
30806,session opened,yes
30807,Changed attributes:,yes
30808,The Secret Service was already initialized,yes
30809,Changed attributes:,yes
30810,USER=root ; COMMAND=,yes
30811,Accepted password for root from ,yes
30812,Removed session,no
30813,Registered Authentication Agent,yes
30814,Accepted password for root from ,yes
30815,The Secret Service was already initialized,yes
30816,Changed attributes:,yes
30817,Changed attributes:,yes
30818,Registered Authentication Agent,yes
30819,Removed session,no
30820,Removed session,no
30821,Removed session,no
30822,Accepted password for root from ,yes
30823,Registered Authentication Agent,yes
30824,"apparmor=""DENIED""",yes
30825,session opened,yes
30826,Changed attributes:,yes
30827,"apparmor=""DENIED""",yes
30828,"apparmor=""DENIED""",yes
30829,Removed session,no
30830,session opened,yes
30831,The SSH agent was already initialized,no
30832,is owned by root and has written permissions to anyone,yes
30833,session opened,yes
30834,The SSH agent was already initialized,no
30835,session closed,no
30836,"apparmor=""DENIED""",yes
30837,Removed session,no
30838,"apparmor=""DENIED""",yes
30839,Changed attributes:,yes
30840,The SSH agent was already initialized,no
30841,session closed,no
30842,Registered Authentication Agent,yes
30843,USER=root ; COMMAND=,yes
30844,session closed,no
30845,Removed session,no
30846,session closed,no
30847,Accepted password for root from ,yes
30848,The Secret Service was already initialized,yes
30849,"apparmor=""DENIED""",yes
30850,The SSH agent was already initialized,no
30851,session closed,no
30852,session closed,no
30853,The Secret Service was already initialized,yes
30854,"apparmor=""DENIED""",yes
30855,session opened,yes
30856,"apparmor=""DENIED""",yes
30857,The Secret Service was already initialized,yes
30858,Accepted password for root from ,yes
30859,Registered Authentication Agent,yes
30860,The Secret Service was already initialized,yes
30861,The Secret Service was already initialized,yes
30862,session closed,no
30863,The Secret Service was already initialized,yes
30864,Changed attributes:,yes
30865,session closed,no
30866,Removed session,no
30867,is owned by root and has written permissions to anyone,yes
30868,The SSH agent was already initialized,no
30869,"apparmor=""DENIED""",yes
30870,Changed attributes:,yes
30871,Registered Authentication Agent,yes
30872,Changed attributes:,yes
30873,Removed session,no
30874,"apparmor=""DENIED""",yes
30875,is owned by root and has written permissions to anyone,yes
30876,Removed session,no
30877,Changed attributes:,yes
30878,"apparmor=""DENIED""",yes
30879,Changed attributes:,yes
30880,is owned by root and has written permissions to anyone,yes
30881,The Secret Service was already initialized,yes
30882,session closed,no
30883,session opened,yes
30884,Accepted password for root from ,yes
30885,session closed,no
30886,USER=root ; COMMAND=,yes
30887,The SSH agent was already initialized,no
30888,The SSH agent was already initialized,no
30889,Removed session,no
30890,Removed session,no
30891,Removed session,no
30892,Accepted password for root from ,yes
30893,session opened,yes
30894,Registered Authentication Agent,yes
30895,Changed attributes:,yes
30896,Accepted password for root from ,yes
30897,Registered Authentication Agent,yes
30898,is owned by root and has written permissions to anyone,yes
30899,Removed session,no
30900,session closed,no
30901,Registered Authentication Agent,yes
30902,Changed attributes:,yes
30903,Removed session,no
30904,"apparmor=""DENIED""",yes
30905,session closed,no
30906,The SSH agent was already initialized,no
30907,is owned by root and has written permissions to anyone,yes
30908,"apparmor=""DENIED""",yes
30909,Removed session,no
30910,The SSH agent was already initialized,no
30911,"apparmor=""DENIED""",yes
30912,Registered Authentication Agent,yes
30913,is owned by root and has written permissions to anyone,yes
30914,The SSH agent was already initialized,no
30915,The Secret Service was already initialized,yes
30916,Changed attributes:,yes
30917,session closed,no
30918,Accepted password for root from ,yes
30919,USER=root ; COMMAND=,yes
30920,Accepted password for root from ,yes
30921,Removed session,no
30922,Changed attributes:,yes
30923,Changed attributes:,yes
30924,"apparmor=""DENIED""",yes
30925,session closed,no
30926,Accepted password for root from ,yes
30927,session opened,yes
30928,The SSH agent was already initialized,no
30929,USER=root ; COMMAND=,yes
30930,session opened,yes
30931,"apparmor=""DENIED""",yes
30932,"apparmor=""DENIED""",yes
30933,USER=root ; COMMAND=,yes
30934,session opened,yes
30935,Removed session,no
30936,The SSH agent was already initialized,no
30937,Removed session,no
30938,The SSH agent was already initialized,no
30939,session opened,yes
30940,session closed,no
30941,is owned by root and has written permissions to anyone,yes
30942,Accepted password for root from ,yes
30943,is owned by root and has written permissions to anyone,yes
30944,Changed attributes:,yes
30945,session closed,no
30946,USER=root ; COMMAND=,yes
30947,session opened,yes
30948,session closed,no
30949,Accepted password for root from ,yes
30950,Removed session,no
30951,Removed session,no
30952,session closed,no
30953,The SSH agent was already initialized,no
30954,USER=root ; COMMAND=,yes
30955,Accepted password for root from ,yes
30956,"apparmor=""DENIED""",yes
30957,"apparmor=""DENIED""",yes
30958,Registered Authentication Agent,yes
30959,is owned by root and has written permissions to anyone,yes
30960,session closed,no
30961,"apparmor=""DENIED""",yes
30962,Removed session,no
30963,"apparmor=""DENIED""",yes
30964,Changed attributes:,yes
30965,"apparmor=""DENIED""",yes
30966,session closed,no
30967,The Secret Service was already initialized,yes
30968,"apparmor=""DENIED""",yes
30969,The Secret Service was already initialized,yes
30970,Removed session,no
30971,"apparmor=""DENIED""",yes
30972,Removed session,no
30973,"apparmor=""DENIED""",yes
30974,Changed attributes:,yes
30975,The Secret Service was already initialized,yes
30976,Registered Authentication Agent,yes
30977,Removed session,no
30978,Accepted password for root from ,yes
30979,USER=root ; COMMAND=,yes
30980,Accepted password for root from ,yes
30981,Removed session,no
30982,session opened,yes
30983,is owned by root and has written permissions to anyone,yes
30984,session opened,yes
30985,"apparmor=""DENIED""",yes
30986,"apparmor=""DENIED""",yes
30987,is owned by root and has written permissions to anyone,yes
30988,"apparmor=""DENIED""",yes
30989,Registered Authentication Agent,yes
30990,USER=root ; COMMAND=,yes
30991,Accepted password for root from ,yes
30992,session opened,yes
30993,session opened,yes
30994,session opened,yes
30995,USER=root ; COMMAND=,yes
30996,USER=root ; COMMAND=,yes
30997,Removed session,no
30998,Accepted password for root from ,yes
30999,"apparmor=""DENIED""",yes
31000,"apparmor=""DENIED""",yes
31001,session closed,no
31002,Changed attributes:,yes
31003,Registered Authentication Agent,yes
31004,Changed attributes:,yes
31005,Removed session,no
31006,Accepted password for root from ,yes
31007,Changed attributes:,yes
31008,Accepted password for root from ,yes
31009,Accepted password for root from ,yes
31010,session opened,yes
31011,session closed,no
31012,session opened,yes
31013,"apparmor=""DENIED""",yes
31014,is owned by root and has written permissions to anyone,yes
31015,session closed,no
31016,Removed session,no
31017,session opened,yes
31018,Removed session,no
31019,The Secret Service was already initialized,yes
31020,USER=root ; COMMAND=,yes
31021,session closed,no
